office,name,incumbent,meta,platform
Ward 7,Dean Brawn,challenger,Dean Brawn - Ward 7,"Dean wants to make Calgary the best city to raise a family, work, and have a business. Dean’s focus is jobs and the economy. With his business experience, he wants to work to make Calgary once again the business‐friendly city Calgarians are proud of, where people can succeed if they work hard. For that to happen, Dean will fight job‐killing taxes and wasteful spending we have suffered from City Hall in recent years. With lower taxes and more efficient management, Calgary can bring back jobs and be a more prosperous city.Dean has three major promises to make that happen:1. 	Bringing jobs back to our city and expanding the economy• 	Ensure Calgary is the best place to start a business in North America by cutting red tape and business taxes.2. 	Demanding City Hall respects taxpayers and delivers results• 	Taxes have gone up more than 50% in the past eight years – Calgarians have not seen a 50% improvement in services. Calgarians deserve value for their hard‐earned tax dollars. Councilors must stop wasteful spending on pet projects and self‐interests. We should put that money to good use and deliver tangible results for Calgarians.3. 	Protecting our seniors and our most vulnerable• 	Massive property tax increases in recent years have hurt fixed‐income Calgarians, including many seniors, the hardest. City Hall’s out‐of‐control tax hikes must stop, and Calgary must innovate and lead in affordable housing and social services."
Ward 7,Druh Farrell,incumbent,Druh Farrell - Ward 7,"IMAGINE A CALGARY THAT IS SUSTAINABLE, PROGRESSIVE, AND RESILIENT.This is my vision for our city. During my time on Calgary City Council, I have taken part in some incredible changes that moved us closer to that vision. It has been challenging at times to fight for these changes – and there is much more work to be done.I am proud of my record as your representative. From advocating for the economy through the Downtown Economic Summit, to curbside recycling, to flood mitigation, I deliver results for Ward 7 and for Calgary.Most recently, I’m proud to have delivered for the residents of Ward 7 by:‐ Fighting to eliminate sprawl subsidies to keep more tax dollars here‐ Spearheading recycling and the upcoming composting rollout‐ Keeping revenue generated in our Ward for community improvements‐ Supporting $45‐million in tax relief to small business for 2017I want to continue delivering results for you and I have the tenacity, vision, and energy to do so.Looking forward, my priorities are:Vibrant, Healthy NeighbourhoodsHealthy neighbourhoods are the building blocks of a great city. Druh will continue to work with communities to foster a sense of belonging, pride, and connection. From small projects like pop‐up patios and accessible playgrounds to large investments in community arenas, parks, and outdoor pools, Druh helps communities become engaged, resilient, and more prosperous. Druh helps residents spread good ideas for neighbourhoods that are accessible for all ages and abilities.Safe StreetsInner city neighbourhoods face constant cut‐through traffic and pedestrian safety is a top issue. Druh delivered Step Forward, Calgary’s first‐ever pedestrian strategy. Druh will continue to seek both quick wins and major improvements for safe, friendly streets.Smart DevelopmentNew development delivers investment and new families to established Ward 7 communities; it can also bring challenges. Druh will continue to strive for high quality development that fits into the neighbourhood and enhances community amenities.Complete Flood MitigationSince the 2013 flood, Druh has led the effort to deliver crucial upstream prevention and flood mitigation for our river communities. Druh will work tirelessly to ensure flood protection and drainage projects are completed.Ask The Tough QuestionsMegaprojects must provide financial accountability. The Olympics or sports arenas are highly profitable businesses that often transfer financial risks to citizens. Druh will continue to ask tough questions around debt and tax impacts, risk versus reward, and public benefit of such projects.On October 16th, Druh is once again asking for your support. Ward 7 needs a strong, visionary voice on Council to continue to thrive. We need Druh Farrell."
Ward 7,Marek Hejduk,challenger,Marek Hejduk - Ward 7,"1.	Accountability and Common SenseIf we look at city halls track record, notably in the last 8 years we’ve seen a shift from politics of the people to politics of the egos, corporations and special interest groups.  That has resulted in economical disasters.  In all cases there is a distinct lack of public input, accountability by the City of Calgary and common sense.  Instead of just talking about the problems Marek Hejduk is proposing some solutions with any public input welcome.  Unless we reverse the course holding our public officials accountable to the people who are voting for them we will see higher taxes, more boondoggles, and egoist spending on vanity projects inside city limits.2. Secondary Suites in the CityMarek Hejduk would propose an office that handles secondary suites that includes home inspectors to ensure that the secondary suites are up to fire and safety code as well as monitoring and accordingly charging rental units that wish to become Airbnb hotels.3. Olympic BidThere is a lot of controversy around the Olympic bid.  We also have to face a few economic facts; is this really the time to spend money and get farther into debt with rising interest rates, low oil prices with no recovery on the horizon, a higher than national average unemployment rate and skyrocketing cost of living.  Things may well recover in the future, for now we should let the Olympic bid lie until we are all financially and emotionally prepared for it.4. Re-examine the Fluoride IssueThe decision to reinstate fluoridation has the potential to unite Calgarians regarding our common desire to everyone enjoy good health."
Ward 7,Margot Aftergood,challenger,Margot Aftergood - Ward 7,"Accountability,Margot...Will listen, consult then act before voting on critical issues. For far too long residents have had no voice on important developments in their community. This must change.‐ Will oppose increasing density in your neighborhoods unless there is community support.‐ Will work to implement Term Limits. Serving as a Councillor should be about public service, not lifetime career employment.‐ Will oppose a blanket approval of illegal secondary suites. Because....It’s unfair to those that have legally built a secondary suite.Illegal suites are not built to code.I will not support the approval of possible fire / death traps.‐ Save vital green spaces for recreation.STRONG FISCAL PLANTo reduce Calgarians tax burden and help families in these challenging times by proposing;‐ No property tax increases on city portion for 2 years to help homeowners.‐  A 2 year moratorium on any business tax or non residential property tax increases to help businesses spur economic activity and create jobs.‐ Cutting back City Council wage hikes to zero to show leadership.‐ Tax dollars = Your dollars! Immediately stop the culture of wasteful spending &amp; entitlements."
Ward 8,Carter Thomson,challenger,Carter Thomson - Ward 8,My number one priority will be to provide my very best  to give you the taxpayer the help you deserve with any problem you have. High on my list will be to address problems with safety in our city. The present opiod crisis has been very challenging to our civic resources. My office will engage with appropriate departments and answer to you THE CITIZEN. I pledge to have my electronic devices turned to airplane mode during meetings. You may rest assured that I will not be part of the Distracted Administration. I pledge to not squander your tax dollars . I will always strive to get the best bang for YOUR buck. I will not be absent when the chips are down and tough questions need to be answered.
Ward 8,Chris Davis,challenger,Chris Davis - Ward 8,"VALUE FOR TAXESI will treat Calgarian’s tax dollars with respect, cut wasteful spending, slow the rate of growth on new spending, and look for ways to improve core services without hiking taxes on Calgary families.I understand the importance of a tax program that not only delivers quality services from our local government, but that prioritizes responsible spending and keeps life affordable for hard‐working Calgarians.SUPPORTING SMALL BUSINESSI will stand up for small businesses in Calgary. I will ensure we see the elimination of business taxes, reduce burdensome red tape, and make Calgary the best city in Canada to start and grow a new business.I support Calgary’s business improvement areas (BIAs) and their important role in promoting their members’ businesses and attracting Calgarians to their districts.  I will not support any new initiatives by City Council to manage or control these independently funded and managed organizations.TRUST &amp; ACCOUNTABILITYI will work to rebuild trust between City Council and everyday Calgarians, throw open the doors of City Hall, and work with a new generation of municipal leadership to stamp out a culture of entitlement that has taken hold at City Hall.I will support the elimination of texting and smart phone use during public hearings of City Council. I will move to get public business back in front of the public, with the elimination of closed door meetings for all matters other than personnel items and sensitive contractual issues.I will ask that Council review its governance role on many of the boards, committees and commissions where it currently has representation or membership.  Independent oversight of these agencies may be compromised by this continued direct participation by Council or its members.SENSIBLE DEVELOPMENTWith over 27 years of municipal development experience, I know that local communities are best positioned to provide meaningful input on what kind of development is right for their neighbourhoods. While Council has to make the final decision on land use matters, I will reform the local consultation process so that it puts neighbourhoods first. Recognizing that all cities must evolve, planning of cities should not be all “top down” ‐ it should be a collaborative process where the local citizens’ voices matter.MOVING CALGARY FORWARDCalgary and Calgarians have a history of rebounding from setbacks.  The downturns following the Turner Valley boom in 1914 and the doldrums of the mid‐20th Century were followed by periods of tremendous growth.  We may not see a similar dramatic turnaround over the next four years, but we must take steps to prepare for it.  The current 30+ per cent downtown vacancy rates and abundance of residential housing are an opportunity for growth. Calgarians need experienced and visionary leadership for the next four years."
Ward 8,Evan Woolley,incumbent,Evan Woolley - Ward 8,"**For the full, comprehensive platform please visit evan-woolley.caNeighbourhoods FirstStrengthen Our EconomyCalgary’s economic downturn has had an impact on our city and since its start I have supported decreases to our property tax rate every year and championed initiatives to strengthen it, including:-Froze transit fares and parks and recreation fees.-Led City Council to approve $45 Million in tax relief for businesses.-Worked with stakeholders to deliver a $10 Billion Capital Infrastructure Plan of projects that will create thousands of jobs.Getting Calgary’s economy back on track remains my number one priority.  I will:-Prioritize infrastructure projects that have the highest economic return.-Drive diversification of Calgary’s economy.-Respect taxpayers by continuing to push for efficiencies at City Hall.-Reduce the city’s operating costs by encouraging more growth within existing neighbourhoods.Reinvest in Our NeighbourhoodsI committed to ending the sprawl subsidy and led a charge to reinvest in Ward 8. I’m proud of the great progress we’ve made to keep our tax dollars in Ward 8, including:-Increased the suburban development levy to cover the cost of new suburbs.-Initiated infrastructure projects in every Ward 8 neighbourhood to revitalize our aging streets, sidewalks, parks and community infrastructure.There’s still much work to do to make up for years of lost investment, I will:-Continue to tackle the maintenance backlog for aging community infrastructure.-Revitalize our main streets.Connect Our NeighbourhoodsConnected communities are stronger communities. I fought to make it safer and easier to get around:-Won Council approval for the Green Line LRT underground alignment.-Championed ride-sharing services, such as Uber.-Built a cycle track network to make cycling safe.-Secured $80 million in funding to fix the bottleneck at Crowchild Trail and the Bow River.We need to continue to improve safety and mobility around our neighbourhoods and to reduce traffic congestion caused by commuters who live outside Ward 8.-Build the overdue railway underpass at 11 St. SW and the interchange at Sarcee and Richmond Road.-Fund the City’s Pedestrian Strategy to make it safer to walk.Support Thoughtful DevelopmentWard 8 sees more development than other parts of Calgary and it’s important we continue to work together to shape our neighbourhoods, during the last four years I have:-Invested $80 Million in improvements to main streets in Killarney, Shaganappi, Marda Loop, Mount Royal, Beltline, and Cliff Bungalow-Mission.-Worked with neighbourhoods to make engaging with City Hall easierWe must continue making the right investments to ensure thoughtful quality developments are built.-Develop updated local area plans to create more certainty around future development.-Drive more comprehensive engagement to improve the community planning process."
Ward 8,Karla Charest,challenger,Karla Charest - Ward 8,"You may notice that I am missing my headshot and video in this profile page.  This is on purpose!Everyone should know that I am running on a platform that places sound fiscal management at the centre of my policy visions.  And, I view that it is not the City’s role or responsibility to help promote election candidates by spending taxpayer dollars.I will be instead recording my own 2‐minute video for my own personal promotion of my campaign.  Please keep in mind that I am funding and promoting my campaign without having to spend any taxpayer money!Come view my video on my homepage at karlacharest.com.Over the course of exploring the many issues that Calgarians have expressed concerns about, I have worked on developing a policy focus for these Ward 8 priorities:Reduce the Property Tax BurdenOver the past 10 years residential property taxes have increased 55% and business property taxes 180%.  Fair measures are needed to reduce the tax burden on homeowners and small businesses.  Lower taxes will benefit all taxpayers.Keep Housing AffordableCurrent City planning and restrictive land‐use policies are making housing more expensive to purchase and to be able to remain living in.  These crippling policies need to be changed. My proposed changes will result in a positive benefit for everyone.Respect for Mature Neighbourhood’s CharacterCalgary plans to accommodate approximately 120,000 new residents in existing mature communities by 2039.  The City wants mature neighbourhoods to absorb newcomers through an aggressive densification program.  Through enhanced participation and collaboration of residents, my office will ensure that the voices in every community will be heard to support the character, integrity and safety of Calgary’s neighbourhoods.In addition to these three key priorities, I also have detailed platform positions on:Respect, Transparency and Accountability – The City of Calgary and the City Council need to overhaul their cavalier attitudes and become transparent and accountable for their actions.Efficient Delivery of Core Services – Money spent on core services needs to be targeted and earmarked for the maximum benefit of all Calgarians.Developing and Building a City Focused Entrepreneurial Friendly Playbook –The City of Calgary must adopt innovative solutions to enable growth and development in an economically sustainable manner.Digital Transformation to Ensure Calgary’s Prosperity – A sustainable future for local government depends on changing Calgary’s traditional centralized and compartmentalized bureaucracies. Solutions to Minimize Increasing Wage Spending – If the City is to focus on a new entrepreneurial friendly playbook to ensure Calgary’s future success, then a wage spending solution will be required if any hope of resilience is to be achieved within City Hall.Thank you for visiting my profile page.  I am so excited to start working with, and, for you!"
Ward 9,Boss Madimba,challenger,Boss Madimba - Ward 9,"Hi, I’m Boss Madimba and I am your candidate for Ward 9. I believe that we have fundamentally weak communication between communities and the City Hall. It is clear from constituent’s feedback that the present effort and strategies are not good enough. I will work hard to build and strengthen that communication.The geo-political security situation over the world has become precarious. We cannot let our guard down and making Calgary a safer city is my top priority. This will require input from all communities with strong leaders to represent them at City Hall.Corruption of all kinds has been plaguing our society. This, along with wasteful expenditure must stop. I will fight vigorously to curb the waste and increase accountability.The balance between business’ and homes are the cornerstone of a successful, thriving development and taxation must be fair and justified. I will ensure that this will be done equitably and with a friendly, inclusive approach. The City of Calgary has increased taxes where I believe more funding should come from other levels of government. City councillors are using property dollars to pay for things that the provincial and federal government should be responsible for. One area of focus will be to shift the financial burden to higher levels of government.I think it is time to stop talking and start demonstrating from a leadership prospective that we are not only listening but we’re are actually hearing what Calgarians have to say and understand what Calgarians needs are. I think that what we are lacking right now is a better understanding of the actual needs of the city and its citizens rather than wasteful spending on controversial “art”.Cities grow and evolve based on resources, support, opportunities’ and development. Smart, dynamic, innovative and futurist’s ideas will ensure that our city of Calgary will always stays at the top and flourish. We cannot live in the past, bright ideas will help in a consistent growth of the people and communities. I will dedicate all my energies toward these goals.Calgary should be governed by Calgarians and those who feel passionate about their future.Among my top priorities will be to implement your ideas and plans for a bright future that continue to place Calgary among the top livable cities in the world year after year."
Ward 9,Cesar Saavedra,challenger,Cesar Saavedra - Ward 9,"My platform is based on three fundamental principles for improvements to the Ward 9 communities.They are; Improvements to our dated infrastructure, safety initiatives that also include the Calgary Police Service (CPS) and the Calgary Fire Department (CFD), and foment a healthy and engaged society through diverse recreation programs for all ages. I believe that addressing these three issues will result in more engaged and prosperous communities that feel connected to our city.The Ward 9 communities deserve to be as dynamic as any other part of Calgary, for this to be possible there needs to be a considerable update to key landmarks in our neighborhoods and create ones where now none exist. Things such as community name signage, well-kept lawns and recreational areas all add to the well-being of our constituent’s day to day experience. This also pertains to the aesthetic level of our local businesses’ areas, I aim to work with owners and developers alike to locate appropriate improvements to public and private infrastructure that pertains to municipal jurisdiction, and greater works through provincial funding.All these improvements must come with a level of safety, for property and more importantly to the people that will make use of new areas and drive the economy of existing and emerging businesses. Communities have to work with the CPS and CFD, to drive home the fact that they are there to serve our needs in terms of safety, as the professionals that they are. Residents should feel protected and the municipality has to work to make sure that a level of trust is built for and felt by residents. I aim to develop neighborhood activities, safety fairs and other mediums in which to achieve this. I believe that this will help reduce and prevent crime and other kinds of violence.Last but not least, I believe that a healthy society, of mind and of body, is one that can create great things. For this reason, I believe that we should take our community involvement seriously, to offer a variety of programs that will incite constituents to participate, be it sport tournaments or art events and programs. This can also include partnerships with schools and the Calgary Board of Education (CBE). We have a very diverse multicultural human capital in our neighborhoods, and we should connect with all of them, to bring people close together and participate in fun and fulfilling projects. This will also open a flood of community leadership and creativity that can only lead to make our neighborhoods vibrant and find its own voice within the city.Councillors have a duty to represent their electorate and the municipality itself, they should be held to the highest accountability. Regardless of where one lives, residents are to be respected, and deserve to be considered, to be included in the development of THEIR city. This is why I’m running for Councillor, being aware of the responsibility it demands, to uphold the pledge of working for the people."
Ward 9,Cheryl Link,challenger,Cheryl Link - Ward 9,An extensive detailed platform is outlined on my website at link4ward9.comIt isn’t possible in this format so I’ll put a brief together for you here;My platform is designed to bring RESPECT and ACCOUNTABILITY back to citizens and businesses ‐ the job creators and builders of our great city.*FISCAL RESPONSIBILITY; TRANSPARENCY;  ACCOUNTABILITY.*PRO‐BUSINESS ‐ streamline processes for efficiency.*END THE TAX HIKES.*PRO‐COMMUNITY ENGAGEMENT ‐ respectful and genuine!   Let the citizens of Ward 9 decide what is best for their communities not decisions from top‐down.*END POLITICAL APPOINTMENTS to ensure independence and impartiality.*TERM LIMITS of councilors on planning boards to eliminate potential conflict of interest;Including exploring term limits for council.*END CLOSED DOOR ‘IN CAMERA’ MEETINGS to ensure transparency to citizens.*SAVE and enhance our green‐spaces and GREAT neighbourhoods!Let’s get ideology out of civic politics and make solution based pragmatic decisions with respect to citizens and tax dollars!POWER BACK TO THE PEOPLE!I am taking on this challenge to help create positive change for Ward 9 and the city I love.Let’s also ensure there is justice for Midfield residents!   “We are better as a city than this!” Thank you.
Ward 9,Gian-Carlo Carra,incumbent,Gian-Carlo Carra - Ward 9,"The focus of my life—through 10 years of professional practice in sustainable urban design, as a deeply committed volunteer in East Calgary’s communities and over the last seven years at City Hall as Ward 9’s Councillor—has been all about our neighbourhoods.In my first campaign, I ran on the platform of Neighbourhoods First—putting our Ward 9 communities and the people that live and work here at the forefront of what we do at City Hall. After three successful years of changing hearts and minds and beginning the process of overhauling our municipality’s rules, regulations and processes, I refined my focus to Great Neighbourhoods—a five‐point transformation of the direction and structure of our municipal government.At the centre of this work is the understanding that Great Neighbourhoods make a great city.I believe this idea has never been more important than it is today. As people fleeing hatred and strife look to Canada, and Calgary, as a beacon of safety and opportunity in a stormy world; as our city’s core industry ‐ oil and gas ‐ faces a structural change and the long‐discussed ideal of economic diversification has become a pressing need on which our future survival and success depends; and as we realize, along with cities across North America, that the kind of city we’ve spent the last several decades building presents significant challenges to our environment, to our ability to care for one another effectively, to our health and to our financial future—Great Neighbourhoods is a collective project of city‐building that mitigates our existing risks and embraces the amazing opportunities that Calgary’s considerable strengths put within our reach.As Calgary sits at these crossroads, I believe the neighbourhoods of East Calgary embody a different and better path forward. While our City has never been more diverse than it is today, too often people who come from the same backgrounds, who make the same amount of money, who believe the exact same things, choose to live apart from everyone else in their own cul‐de‐sacs and enclaves.East Calgary is different.In East Calgary, all the people of Calgary live together in diverse neighbourhoods, close to where we work and shop and learn and worship and play. It is in East Calgary that the community we build together will reflect the best promises of Great Neighbourhoods.I’m extremely proud of the progress we’ve made towards Great Neighbourhoods over the last seven years and I’m deeply excited by the opportunity to continue this work representing a unified East Calgary within Ward 9."
Ward 9,Omar M'keyo,challenger,Omar M'keyo - Ward 9,"A vote for Omar on October 16th, 2017 is a vote for,A special tax for Ward 9.I am going to work every day to make sure that the council vote on a special tax for property and small business owners located in Ward 9. It is not right to make these people pay the same level of taxes while they face constant risks. The level of risk and insecurity makes it harder to make any viable profit from a business perspective. Properties lose value due to high level of crime and insecurity. The special tax intends to bring more investors while maintaining those who are already here and keep those jobs we so need. The more business we bring or keep in the area can lead to the gentrification of the area.A free daycare program.Giving free day care to low income families, working poor, single parents (man or a woman) and those who want to go to school but who happen to have a child or children make sense not only economically but also socially if we need to lift up people out of poverty.A job program for vulnerable.All city contractors will be required to set aside a certain % of its labor force for homeless people who want and are able to work.A secure Neighborhood.SE Calgary has been ignored for too long. We need to work with all classes of people, from church leaders, community heads, community association presidents, local organizations and any other stakeholders that is affected by crime and insecurity in SE Calgary to sit down and share ideas and develop strategy that will make sure SE Calgary is safe like any other area in Calgary. We can’t keep relying on traditional means to solve our problems.A community based approach to solve problems.We will start dealing with problems at the community level instead of the common lip service we see every day from our current councilor. They pretend to consult us but in the end decision are taken in corporate offices in downtown Calgary.A sound educational program that reaches every child.With educational organizations, including Calgary Library, we are going to improve on existing programs to make sure that no child is left behind when it comes to tutoring program. We may require sending qualified high, college or University students to go house to house where children live and tutor them from their own houses. This will also lead to part time job opportunities for students.Affordable housing for all.This is an ongoing issue. The council need to be serious and that is what I intend to do, fighting for more affordable housing for those who need them.Social infrastructures for all.Our social infrastructures are old and obsolete. Our parks need major upgrading.Erect a counseling centre for all.A well funded counseling centre is needed in Ward 9 to make sure those who need this crucial service get it. Many of our youths need this service."
Ward 9,Trevor Buckler,challenger,Trevor Buckler - Ward 9,"My Platform statement is Required Versus Desired! We take care of our needs before we go after our wants, treat the city budget as if was our home budget.( you don't by a hot tub before you pay the food bill)I feel the current administration is dysfunctional and has zero ability to manage our tax dollars. They can not make a decision without hiring a consultant or forming a committee to eliminate their responsibility for their waste of tax dollars.I am a fiscal conservative, I am not a politician . I will not be a virtue signalling social justice warrior and I am not politically correct.The definition of insanity is doing the same thing over and over and expecting different result. If you want different results vote to change the face of city council!"
Ward 10,David Winkler,challenger,David Winkler - Ward 10,"1.	Assist Calgary’s economic recovery by speeding up the time for planning and licensingOur businesses have been struggling with tax rates that are among the highest in the country and an ever increasing wait times for planning and development approvals. Costing businesses time, money and stress while losing out on opportunities. There is a huge disconnect between City Hall and small business. I will ensure City Hall understands the importance to completing applications much more quickly so that our businesses can activate their companies faster.2.	Reassess the use of Public SpacesIn many of the communities throughout our city, the Community Associations (CA’s) are struggling to attract new volunteers, support existing ones, and keep the community halls in good condition. I would like to reassess the uses of our CA Halls and engage the community to determine their best use. It is imperative that we respect and focus on the needs of our more culturally diverse communities.  Ward 10 has has changed culturally and many CA’s have been unable to keep pace with that change.3.	Fix the 36th Street corridorThe City has created an absolute disaster of transportation infrastructure along the 36 Street corridor. We need a complete redesign and rework in its entirety from Memorial Drive to McKnight Boulevard. I will engage stakeholders, to improve the corridor. I am the Councillor that can make partnerships that will be able to realistically develop the corridor to be a shining example of community supported development.4.	Community support for our youth:Encouraging our youth to use public spaces contributes to a healthy community. Bringing our youth together in a healthy and active ways also promotes more eyes on our streets leading to safer communities. We need a large component of recreational and cultural programming to be centred around supporting our youth.5.	Business Improvement AreasI will be proposing the idea of a commercial and industrial “Business Improvement Areas” (BIA). The benefits of the communities levying themselves and retaining all of their business taxes will benefit them immediately and provide the flexibility they need to decide where their resources are best utilized. Also, serving to create safer and more beautiful spaces.6.  Term LimitsI want to change to our current election policies to support a limit of 3 terms as Councillor or Mayor. I feel that it is important that Calgary continues to have new energy and new ideas on Council. In most cases there seems to be a lack of enthusiasm/engagement of Councillors that have been in Council for over 3 terms.7.   Open opportunities to develop residential in commercial and industrial districts⅓ of Ward 10 is comprised of solely commercial and industrial lands. I would propose that we allow the opportunity of residential developments in many of these areas where possible. This is an outdated ideology that needs to be challenged"
Ward 10,Faith Greaves,challenger,Faith Greaves - Ward 10,"1	Poverty Reduction•	The children, our future leaders, establishing healthy breakfast clubs throughout ward 10 that caters to our children essential need -Food.  Fuelling the brain will promote leaders of tomorrow.•	Our commitment:  We will feed 200 children in the first year and by the 4th year our mandate will allow us to feed over 2000 children. A healthy breakfast program, leads to a healthier lifestyle and the ability to learn.2.	Secondary Suites &amp; Affordable Housings•	No member of society should be homeless.•	Establishing an effective system that will reduce the time for Secondary Suites to be process and meets approval.•	Accountability on landlords to provide safe housing for residents.3.	Efficient Transportation•	Access to transit for all quadrants•	Getting residences to their destinations with or close to a 60 mins window•	Bus routes to access major intersections4.	Businesses' Development &amp; Crime Reduction•	Creating relationship with community and business partners•	Engaging business in community development plans•	Establishing an effective neighbour watch program5.	Transparency &amp; Accountability to Community of Ward 10•	Knowing and understanding where your tax dollars are spent•	Accountable to your tax dollars spending•       Tax reductionFaith Greaves Your Voice for Ward 10"
Ward 10,Gar Gar,challenger,Gar Gar - Ward 10,"I believe that we all want the same thing…to live in a thriving city that makes us proud, one that gives us and our children opportunities to be successful.At age 17, Calgary gave me the opportunity to go from a refugee with no home, nor English language, to a graduate in business and president of SAITSA.But today, the next generation is missing out on those opportunities that our City gave me.For young families and individuals on average incomes, housing has increasingly become unaffordable. Home ownership has even become a nightmare with increasing in property taxes. But worse, there is no break on the additional fees such as the Green Cart Food Waste and its bags on top of the bills and Taxes that households already paying.For small businesses and entrepreneurs in North East Calgary, suffering has been the norm through this economic downturn and struggling to keep their doors open with the unnecessary red tapes and increases in taxes.We cannot afford to price ordinary, working Calgarians out of our city.•	My first priority will be making North East Calgary safer and more secure for residents and businesses. I vow that our residents will not have to install sensors to our front doors or keep our porch lights on to feel safe. I also vow to ensure that our communities amnesties are well kept.•	I will advocate on safer pedestrian crossings for our children and seniors in every North East Calgary Street. I vow that our most vulnerable will not be victims to near-miss incidents. I will ensure that our burned streets lights are replaced on time and streets signs are not blocked by trees.•	I will be the most pro-business councillor. Not just because of my education in business, but because I know that a prosperous, growing economy is central to ensuring that our city remains a place of opportunity, for employers and employees.  I will stand alongside business owners in campaigning against the red tape and the rigorous processes to encourage entrepreneurship.•	I will tackle the affordable housing crisis. We do not need to only build more affordable homes, we need to ensure that the current ones are maintained, and the people living in these homes have the means to maintain them. We need to also allow opportunities to home owners to provide affordable places such as secondary suits. I have a plan that will eliminate inflated housing prices, and transition low-income home owners to middle-income housing.North East Calgary has what it takes to drive success. But first, our nieghbourhoods need a City that works for all and a leader that is taught on issues and getting things done.I have a deep understanding of what it means to feel unsafe in our own homes. I’ve experienced poverty and lack of opportunity. I will fight to make our communities safe, keep them clean and bring opportunity and affordability.On October 16, Vote Gar Gar to get things done."
Ward 10,Issa Mosa,challenger,Issa Mosa - Ward 10,"To serve as Councillor for:Effective representation--Fiscal Responsibility of Tax Dollars--Sustainable Budget review of revenues &amp; expenditures--Zero based budgeting-Fiscal control over property and business tax--Reduce red tape at City hall--Reduce closed door meetings--Create and maintain safe and secure communities--Effective Transportation for Roads and Transit users--Support a clean environmental policy, planning and development  regulations.'Issa Mosa will serve the communities of Ward10 with transparency and accountable  corporate governance, fiscal sustainability and work to improve the 'quality of life' for residence in Ward 10 and the City of Calgary'."
Ward 10,Kamilla Prasad,challenger,Kamilla Prasad - Ward 10,"I am a Calgarian, I love my City and my Community. Every decision I make on Council will be guided by a simple principle Consider People First….Consider Canadian Citizens FirstFREEZE PROPERTY &amp; BUSINESS TAXESFreezing property &amp; business taxes for 5-10 years or until economy recovers will help business &amp; residence owners affected by the drop in our City’s economy. Until our City has new business plans to help rebuild our City’s economy focusing on different types of business and industries that will grow rapidly within the next 5-10 years.REDUCE CRIME TO CREATE SAFE &amp; SECURE COMMUNITIESHiring security guards with patrol vehicles costs less &amp; will create more employments. Hiring more police officers in Calgary &amp; NE as the City adopts the legalization of marijuana use. Community halls be used for youth oriented programs; drop in centers with multicultural programs to help develop new talents &amp; healthier lifestyles.SAFER PEDESTRIAN CROSSINGC-Train crossings need automatic interlocking gates installed immediately to avoid further accidental deaths. New flashing lights with barricade bars vertical &amp; horizontal need to be installed to avoid traffic driving into oncoming trains. New pedestrian cross walks need to be painted by every mailbox for safe &amp; easy accessibility.BALANCED COMMUNITY PLANSBuilding 200 units in Martindale increases lower income population in NE. All future developments &amp; upgrades should be up to the beltline level. The future East Stony Area Structure Plan which includes approximately 225 acres of undeveloped land in NE Calgary, east of Stoney Trail should increase the development standard to beltline. Which will able the residences &amp; business owners with school age children to drop &amp; pick children from school. NE &amp; surrounding area residence will be employed closer to home &amp; encourages fewer vehicles on our streets.36 STREET TRANSPORTATION INFRASTRUCTUREA safer redesigning &amp; structure is needed to accommodate the growing population of drivers, bikers &amp; pedestrians. Residences use the LRT to commute to work in evenings &amp; in winter walk home or to nearby bus stops. Daily commute is a reality for most residence of Ward 10. The City of Calgary needs to ensure adequate planning for our future transportation needs by improving public transportation &amp; road planning. Our communities can be made more walkable &amp; safe through more proactive assessment of the needs of the community &amp; the increase use of cross walks &amp; street lights.AFFORDABLE ASSISTED LIVINGSeniors are our growing population in Ward 10.  City of Calgary needs to encourage stakeholders &amp; business owners to invest in senior assisted living homes in NE. Many of our seniors are forced to move into senior homes away from their close families &amp; friends. It becomes difficult for families and friends to frequently visit their loved ones  living in different quadrants and cities."
